ID,Query,Category,Entities,Seen,Notes
979,monitor 27 zoll aoc,Monitor,"{""marke"":[""AOC""],""bildschirmgroesse"":[""27 Zoll""]}",false,
980,monitor 27 zoll curved,Monitor,"{""art"":[""curved""],""bildschirmgroesse"":[""27 Zoll""]}",false,
981,monitor 27 zoll curved 240 hz,Monitor,"{""art"":[""curved""],""bildschirmgroesse"":[""27 Zoll""],""bildwiederholungsfrequenz"":[""240 Hz""]}",false,
982,monitor 27 zoll curved 144 hz,Monitor,"{""art"":[""curved""],""bildschirmgroesse"":[""27 Zoll""],""bildwiederholungsfrequenz"":[""144 Hz""]}",false,
983,monitor 27 zoll curved 165 hz,Monitor,"{""art"":[""curved""],""bildschirmgroesse"":[""27 Zoll""],""bildwiederholungsfrequenz"":[""165 Hz""]}",false,
984,monitor 27 zoll curved acer,Monitor,"{""art"":[""curved""],""marke"":[""Acer""],""bildschirmgroesse"":[""27 Zoll""]}",false,
985,monitor 27 zoll curved weiß,Monitor,"{""art"":[""curved""],""farbe"":[""wei\\u00df""],""bildschirmgroesse"":[""27 Zoll""]}",false,
986,curved monitor 27 zoll,Monitor,"{""art"":[""curved""],""bildschirmgroesse"":[""27 Zoll""]}",false,
987,monitor 34 zoll curved,Monitor,"{""art"":[""curved""],""bildschirmgroesse"":[""34 Zoll""]}",false,
988,monitor 32 zoll curved,Monitor,"{""art"":[""curved""],""bildschirmgroesse"":[""32 Zoll""]}",false,
989,gaming monitor 27 zoll curved,Monitor,"{""art"":[""curved""],""zubehoerfuer"":[""Gaming""],""bildschirmgroesse"":[""27 Zoll""]}",false,
990,curved monitor 38 zoll,Monitor,"{""art"":[""curved""],""bildschirmgroesse"":[""gr\\u00f6\\u00dfer als 34 Zoll""]}",false,
991,monitor 27 zoll 4k,Monitor,"{""aufloesung"":[""Ultra-HD ""],""bildschirmgroesse"":[""27 Zoll""]}",false,
992,monitor 27 zoll 4k oled,Monitor,"{""aufloesung"":[""Ultra-HD ""],""bildschirmgroesse"":[""27 Zoll""],""displaytechnologie"":[""OLED""]}",false,
993,monitor 27 zoll 4k 2.1hdmi,Monitor,"{""aufloesung"":[""Ultra-HD ""],""bildschirmgroesse"":[""27 Zoll""]}",false,Ungrounded: 2.1 hdmi
994,monitor 27 zoll 4k 120hz,Monitor,"{""aufloesung"":[""Ultra-HD ""],""bildschirmgroesse"":[""27 Zoll""],""bildwiederholungsfrequenz"":[""120 Hz""]}",false,
995,monitor 27 zoll 4k,Monitor,"{""aufloesung"":[""Ultra-HD ""],""bildschirmgroesse"":[""27 Zoll""]}",false,
996,monitor 32 zoll 4k,Monitor,"{""aufloesung"":[""Ultra-HD ""],""bildschirmgroesse"":[""32 Zoll""]}",false,
997,gaming monitor 27 zoll 4k,Monitor,"{""aufloesung"":[""Ultra-HD ""],""zubehoerfuer"":[""Gaming""],""bildschirmgroesse"":[""27 Zoll""]}",false,
998,monitor 24 zoll 4k,Monitor,"{""aufloesung"":[""Ultra-HD ""],""bildschirmgroesse"":[""24 Zoll""]}",false,
999,monitor 28 zoll 4k,Monitor,"{""aufloesung"":[""Ultra-HD ""],""bildschirmgroesse"":[""28 Zoll""]}",false,
1000,dell 27 zoll monitor 4k,Monitor,"{""marke"":[""Dell""],""aufloesung"":[""Ultra-HD ""],""bildschirmgroesse"":[""27 Zoll""]}",false,
1001,27 zoll pc monitor 4k,Monitor,"{""aufloesung"":[""Ultra-HD ""],""bildschirmgroesse"":[""27 Zoll""]}",false,
1002,Computer,Computer,{},false,
1003,computer pc komplettset angebot,Computer,{},false,
1004,computer pc,Computer,{},false,
1005,computer tisch,Other,{},false,
1006,computer gaming,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1007,computer stuhl,Other,{},false,
1008,computer bildschirm,Monitor,{},false,
1009,computer maus,Other,{},false,
1010,computer set,Computer,{},false,
1011,computer lautsprecher,Other,{},false,
1012,computer schreibtisch,Other,{},false,
1013,computer pc komplettset angebot,Computer,{},false,
1014,computer pc komplettset angebot windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1015,computer pc komplettset angebot mit cd laufwerk,Computer,{},false,Ungrounded: CD Laufwerk
1016,computer pc komplettset angebot apple,Computer,"{""marke"":[""Apple""]}",false,
1017,computer pc komplettset angebot hp,Computer,"{""marke"":[""HP""]}",false,
1018,computer pc komplettset angebot rosa,Computer,"{""farbe"":[""rosa""]}",false,
1019,computer pc komplettset angebot mit windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1020,computer pc komplettset angebot 2 monitore,Computer,{},false,
1021,computer pc komplettset angebot mit drucker,Computer,{},false,
1022,computer pc komplettset angebot acer,Computer,"{""marke"":[""Acer""]}",false,
1023,computer pc komplettset angebot samsung,Computer,"{""marke"":[""Samsung""]}",false,
1024,computer pc komplettset angebot windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1025,computer pc komplettset angebot,Computer,{},false,
1026,desktop pc windows 11 komplett,Computer,"{""betriebssystem"":[""Windows""]}",false,
1027,pc komplett set windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1028,pc windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1029,pc rechner windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1030,pc spiele windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1031,computer pc komplettset angebot windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1032,komplett pc set computer angebot,Computer,{},false,
1033,pc komplett set windows 11 für büro,Computer,"{""betriebssystem"":[""Windows""]}",false,
1034,computer windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1035,computer pc komplettset angebot mit cd laufwerk,Computer,{},false,
1036,laptop mit cd laufwerk integriert,Laptops,{},false,
1037,cd laufwerk für laptop,Other,{},false,
1038,pc komplett set mit cd laufwerk,Computer,{},false,
1039,pc mit dvd laufwerk,Computer,{},false,
1040,laptop mit cd laufwerk integriert windows,Laptops,"{""betriebssystem"":[""Windows""]}",false,
1041,laptop cd laufwerk integriert,Laptops,{},false,
1042,laptop mit cd laufwerk integriert und windows,Laptops,"{""betriebssystem"":[""Windows""]}",false,
1043,gaming pc mit cd laufwerk,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1044,pc gehäuse mit cd laufwerk,Computer,{},false,
1045,computer pc komplettset angebot mit cd laufwerk,Computer,{},false,
1046,computer pc,Computer,{},false,
1047,computer pc komplettset angebot,Computer,{},false,
1048,computer pc gaming,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1049,computer pc komplettset,Computer,{},false,
1050,computer pc komplettset angebot windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1051,computer pc angebot,Computer,{},false,
1052,computer pc büro,Computer,{},false,
1053,computer pc komplettset angebot mit cd laufwerk,Computer,{},false,
1054,computer pc otto,Computer,{},false,
1055,computer pc komplettset angebot apple,Computer,"{""marke"":[""Apple""]}",false,
1056,computer pc komplettset angebot hp,Computer,"{""marke"":[""HP""]}",false,
1057,computer pc komplettset angebot,Computer,{},false,
1058,computer pc komplettset angebot windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1059,computer pc komplettset angebot mit cd laufwerk,Computer,{},false,
1060,computer pc komplettset angebot apple,Computer,"{""marke"":[""Apple""]}",false,
1061,computer pc komplettset angebot hp,Computer,"{""marke"":[""HP""]}",false,
1062,computer pc komplettset angebot rosa,Computer,{},false,
1063,computer pc komplettset angebot mit windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1064,computer pc komplettset angebot 2 monitore,Computer,{},false,
1065,computer pc komplettset angebot mit drucker,Computer,{},false,
1066,computer pc komplettset angebot acer,Computer,"{""marke"":[""Acer""]}",false,
1067,computer pc komplettset angebot samsung,Computer,"{""marke"":[""Samsung""]}",false,
1068,computer pc gaming,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1069,gaming pc,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1070,computer pc,Computer,{},false,
1071,computer gaming,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1072,computer pc gaming,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1073,gaming pcs,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1074,pc gamer,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1075,game computer,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1076,gaming desktop pc,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1077,pc.gaming,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1078,gaming pc windows,Computer,"{""zubehoerfuer"":[""Gaming""],""betriebssystem"":[""Windows""]}",false,
1079,Desktop-PC,Computer,{},false,
1080,desktop pc windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1081,desktop pc windows 11 komplett,Computer,"{""betriebssystem"":[""Windows""]}",false,
1082,desktop pc all-in-one pc,Computer,{},false,
1083,desktop pc hp,Computer,"{""marke"":[""HP""]}",false,
1084,desktop pc gaming,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1085,desktop pc set,Computer,{},false,
1086,desktop pc windows 11 hp,Computer,"{""marke"":[""HP""],""betriebssystem"":[""Windows""]}",false,
1087,desktop pc windows 11 core i7,Computer,"{""prozessor"":[""Intel Core i7""],""betriebssystem"":[""Windows""]}",false,
1088,desktop pc halterung,Other,{},false,
1089,desktop pc windows,Computer,"{""betriebssystem"":[""Windows""]}",false,
1090,desktop pc windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1091,desktop pc windows 11 komplett,Computer,"{""betriebssystem"":[""Windows""]}",false,
1092,desktop pc windows 11 hp,Computer,"{""marke"":[""HP""],""betriebssystem"":[""Windows""]}",false,
1093,desktop pc windows 11 core i7,Computer,"{""prozessor"":[""Intel Core i7""],""betriebssystem"":[""Windows""]}",false,
1094,desktop pc windows 11 lenovo,Computer,"{""marke"":[""Lenovo""],""betriebssystem"":[""Windows""]}",false,
1095,desktop pc windows 11 mit laufwerk,Computer,"{""betriebssystem"":[""Windows""]}",false,
1096,desktop pc windows 11 32gb ram,Computer,"{""betriebssystem"":[""Windows""]}",false,
1097,desktop pc windows 11 komplett 32 gb ram,Computer,"{""betriebssystem"":[""Windows""],""arbeitsspeicher"":[""32 GB""]}",false,
1098,desktop pc windows 11 with monitor,Computer,"{""betriebssystem"":[""Windows""]}",false,
1099,desktop pc windows 11 32 gb ram,Computer,"{""betriebssystem"":[""Windows""],""arbeitsspeicher"":[""32 GB""]}",false,
1100,desktop pc windows 11 komplett 32 ram,Computer,"{""betriebssystem"":[""Windows""],""arbeitsspeicher"":[""32 GB""]}",false,
1101,desktop pc windows 11 komplett,Computer,"{""betriebssystem"":[""Windows""]}",false,
1102,desktop pc windows 11 komplett 32 gb ram,Computer,"{""betriebssystem"":[""Windows""],""arbeitsspeicher"":[""32 GB""]}",false,
1103,desktop pc windows 11 komplett 32 ram,Computer,"{""betriebssystem"":[""Windows""],""arbeitsspeicher"":[""32 GB""]}",false,
1104,desktop pc windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1105,desktop pc windows 11 komplett,Computer,"{""betriebssystem"":[""Windows""]}",false,
1106,komplett pc set computer,Computer,{},false,
1107,pc komplett set windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1108,pc windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1109,computer pc komplettset angebot windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1110,pc komplett,Computer,{},false,
1111,computer pc komplettset angebot mit windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1112,desktop pc windows 11 hp,Computer,"{""marke"":[""HP""],""betriebssystem"":[""Windows""]}",false,
1113,laptop windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1114,hp pc,Computer,"{""marke"":[""HP""]}",false,
1115,desktop pc windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1116,pc windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1117,hp pc mit windows 11 home,Computer,"{""marke"":[""HP""],""betriebssystem"":[""Windows""]}",false,
1118,hp desktop pc,Computer,"{""marke"":[""HP""]}",false,
1119,computer hp windows 11 hp,Computer,"{""marke"":[""HP""],""betriebssystem"":[""Windows""]}",false,
1120,computer windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1121,hp laptop windows 11,Laptops,"{""marke"":[""HP""],""betriebssystem"":[""Windows""]}",false,
1122,computer pc hp,Computer,"{""marke"":[""HP""]}",false,
1123,desktop pc windows 11 komplett,Computer,"{""betriebssystem"":[""Windows""]}",false,
1124,desktop pc windows 11 komplett 32 gb ram,Computer,"{""betriebssystem"":[""Windows""],""arbeitsspeicher"":[""32 GB""]}",false,
1125,desktop pc windows 11 komplett 32 ram,Computer,"{""betriebssystem"":[""Windows""],""arbeitsspeicher"":[""32 GB""]}",false,
1126,desktop pc windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1127,desktop pc windows 11 komplett,Computer,"{""betriebssystem"":[""Windows""]}",false,
1128,komplett pc set computer,Computer,{},false,
1129,pc komplett set windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1130,pc windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1131,computer pc komplettset angebot windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1132,pc komplett,Computer,{},false,
1133,computer pc komplettset angebot mit windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1134,desktop pc windows 11 komplett 32 gb ram,Computer,"{""betriebssystem"":[""Windows""],""arbeitsspeicher"":[""32 GB""]}",false,
1135,desktop pc windows 11 komplett,Computer,"{""betriebssystem"":[""Windows""]}",false,
1136,laptop 32 gb ram,Laptops,{},false,
1137,pc 32 gb ram,Computer,"{""arbeitsspeicher"":[""32 GB""]}",false,
1138,gaming pc komplett set 32gb,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1139,laptop i5 16 gb ram windows 11 pro,Computer,"{""prozessor"":[""Intel Core i5""],""betriebssystem"":[""Windows""]}",false,
1140,ram 32gb pc,Computer,"{""arbeitsspeicher"":[""32 GB""]}",false,
1141,business pc windows 11 32gb ram,Computer,"{""betriebssystem"":[""Windows""],""arbeitsspeicher"":[""32 GB""]}",false,
1142,pc komplett set 32 gb ram,Computer,"{""arbeitsspeicher"":[""32 GB""]}",false,
1143,computer 32 gb ram,Computer,"{""arbeitsspeicher"":[""32 GB""]}",false,
1144,gaming computer komplettset 32 gb ram,Computer,"{""zubehoerfuer"":[""Gaming""],""arbeitsspeicher"":[""32 GB""]}",false,
1145,desktop pc windows 11 komplett 32 ram,Computer,"{""betriebssystem"":[""Windows""],""arbeitsspeicher"":[""32 GB""]}",false,
1146,desktop pc windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1147,desktop pc windows 11 komplett,Computer,"{""betriebssystem"":[""Windows""]}",false,
1148,pc 32 gb ram,Computer,"{""arbeitsspeicher"":[""32 GB""]}",false,
1149,gaming pc komplett set 32gb,Computer,"{""zubehoerfuer"":[""Gaming""],""arbeitsspeicher"":[""32 GB""]}",false,
1150,business pc windows 11 32gb ram,Computer,"{""betriebssystem"":[""Windows""],""arbeitsspeicher"":[""32 GB""]}",false,
1151,pc komplett set 32 gb ram,Computer,"{""arbeitsspeicher"":[""32 GB""]}",false,
1152,pc i7 32 ram,Computer,"{""prozessor"":[""Intel Core i7""],""arbeitsspeicher"":[""32 GB""]}",false,
1153,pc mit 32 ram,Computer,"{""arbeitsspeicher"":[""32 GB""]}",false,
1154,computer 32 gb ram,Computer,"{""arbeitsspeicher"":[""32 GB""]}",false,
1155,pc computer komplett,Computer,{},false,
1156,PC,Computer,{},false,
1157,pc gaming,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1158,pc komplett set,Computer,{},false,
1159,pc gehäuse,Other,{},false,
1160,pc monitor,Monitor,{},false,
1161,pc tisch,Other,{},false,
1162,pc gaming komplette set,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1163,pc lautsprecher,Other,{},false,
1164,pc spiele,Other,{},false,
1165,pc stuhl,Other,{},false,
1166,pc bildschirm,Monitor,{},false,
1167,pc gaming,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1168,pc gaming komplette set,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1169,pc gaming i9,Computer,"{""prozessor"":[""Intel Core i9""],""zubehoerfuer"":[""Gaming""]}",false,
1170,pc gaming rtx 4070,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1171,pc gaming rtx 4090,Computer,"{""grafikkarte"":[""RTX 4090""],""zubehoerfuer"":[""Gaming""]}",false,
1172,pc gaming tisch,Other,"{""zubehoerfuer"":[""Gaming""]}",false,
1173,pc gaming wasserkühlung,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1174,pc gaming set komplett,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1175,pc gaming weiß,Computer,"{""farbe"":[""wei\\u00df""],""zubehoerfuer"":[""Gaming""]}",false,
1176,pc gaming rtx 4060,Computer,"{""grafikkarte"":[""RTX 4060""],""zubehoerfuer"":[""Gaming""]}",false,
1177,pc gaming stuhl,Other,"{""zubehoerfuer"":[""Gaming""]}",false,
1178,pc gaming komplette set,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1179,pc gaming komplette set 32 zoll,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1180,pc gaming komplette set i9,Computer,"{""prozessor"":[""Intel Core i9""],""zubehoerfuer"":[""Gaming""]}",false,
1181,pc gaming komplette set mit stuhl,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1182,pc gaming komplette set 4070,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1183,pc gaming komplette set i7,Computer,"{""prozessor"":[""Intel Core i7""],""zubehoerfuer"":[""Gaming""]}",false,
1184,pc gaming komplette set intel i9,Computer,"{""prozessor"":[""Intel Core i9""],""zubehoerfuer"":[""Gaming""]}",false,
1185,pc gaming komplette set 4k,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1186,pc gaming komplette set 500 gb,Computer,"{""zubehoerfuer"":[""Gaming""],""speicherkapazitaet"":[""512 GB""]}",false,
1187,pc gaming komplette set weiß,Computer,"{""farbe"":[""wei\\u00df""],""zubehoerfuer"":[""Gaming""]}",false,
1188,pc gaming komplette set günstig,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1189,pc gaming i9,Computer,"{""prozessor"":[""Intel Core i9""],""zubehoerfuer"":[""Gaming""]}",false,
1190,pc gaming i9 14900k rtx 4090,Computer,"{""prozessor"":[""Intel Core i9""],""grafikkarte"":[""GeForce RTX 4090""],""zubehoerfuer"":[""Gaming""]}",false,
1191,pc gaming i9 ssd 2tb,Computer,"{""prozessor"":[""Intel Core i9""],""ausstattung"":[""SSD-Festplatte""],""zubehoerfuer"":[""Gaming""],""speicherkapazitaet"":[""2 TB""]}",false,
1192,pc gaming i9 14900k,Computer,"{""prozessor"":[""Intel Core i9""],""zubehoerfuer"":[""Gaming""]}",false,
1193,pc gaming i9 4060 ti,Computer,"{""prozessor"":[""Intel Core i9""],""grafikkarte"":[""RTX 4060""],""zubehoerfuer"":[""Gaming""]}",false,
1194,pc gaming i9 set,Computer,"{""prozessor"":[""Intel Core i9""],""zubehoerfuer"":[""Gaming""]}",false,
1195,pc gaming i9 14900k rtx 4080,Computer,"{""prozessor"":[""Intel Core i9""],""zubehoerfuer"":[""Gaming""]}",false,
1196,pc gaming i9 4090 rtx 64 gb,Computer,"{""prozessor"":[""Intel Core i9""],""zubehoerfuer"":[""Gaming""],""arbeitsspeicher"":[""64 GB""]}",false,
1197,pc gaming i9 12900k,Computer,"{""prozessor"":[""Intel Core i9""],""zubehoerfuer"":[""Gaming""]}",false,
1198,pc gaming i9 14900,Computer,"{""prozessor"":[""Intel Core i9""],""zubehoerfuer"":[""Gaming""]}",false,
1199,pc gaming i9 11900kf 4070,Computer,"{""prozessor"":[""Intel Core i9""],""zubehoerfuer"":[""Gaming""]}",false,
1200,pc komplett set,Computer,{},false,
1201,pc komplett set gaming,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1202,pc komplett set windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1203,pc komplett set mit cd laufwerk,Computer,{},false,
1204,pc komplett set all in one,Computer,{},false,
1205,pc komplett set i7,Computer,"{""prozessor"":[""Intel Core i7""]}",false,
1206,pc komplett set samsung,Computer,"{""marke"":[""Samsung""]}",false,
1207,pc komplett set ryzen 7,Computer,"{""prozessor"":[""AMD Ryzen 7""]}",false,
1208,pc komplett set gaming angebot,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1209,pc komplett set hp,Computer,"{""marke"":[""HP""]}",false,
1210,pc komplett set apple,Computer,"{""marke"":[""Apple""]}",false,
1211,pc komplett set gaming,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1212,pc komplett set gaming angebot,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1213,pc komplett set gaming 27,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1214,pc komplett set gaming i7,Computer,"{""prozessor"":[""Intel Core i7""],""zubehoerfuer"":[""Gaming""]}",false,
1215,pc komplett set gaming 2 monitore,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1216,pc komplett set gaming samsung,Computer,"{""marke"":[""Samsung""],""zubehoerfuer"":[""Gaming""]}",false,
1217,pc komplett set gaming 32,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1218,pc komplett set gaming otto,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1219,pc komplett set gaming i9,Computer,"{""prozessor"":[""Intel Core i9""],""zubehoerfuer"":[""Gaming""]}",false,
1220,gaming pc komplett set,Computer,"{""zubehoerfuer"":[""Gaming""]}",false,
1221,gamer pc set komplett,Computer,{},false,
1222,pc komplett set windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1223,pc komplett set windows 11 für büro,Computer,"{""betriebssystem"":[""Windows""]}",false,
1224,pc komplett set windows 11 hyrican,Computer,"{""betriebssystem"":[""Windows""]}",false,
1225,windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1226,pc set komplett,Computer,{},false,
1227,desktop pc windows 11 komplett,Computer,"{""betriebssystem"":[""Windows""]}",false,
1228,pc komplett set windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1229,pc windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1230,gamer pc set komplett,Computer,{},false,
1231,pc spiele windows 11,Computer,"{""betriebssystem"":[""Windows""]}",false,
1232,computer set komplett pc,Computer,{},false,
